cns5_id,gj_id,component_id,n_components,primary_flag,gj_system_primary,gaia_dr3_id,hip_id,ra,dec,epoch,coordinates_bibcode,parallax,parallax_error,parallax_bibcode,pmra,pmra_error,pmdec,pmdec_error,pm_bibcode,rv,rv_error,rv_bibcode,g_mag,g_mag_error,bp_mag,bp_mag_error,rp_mag,rp_mag_error,g_mag_resulting,g_mag_resulting_error,g_rp_resulting,g_rp_resulting_error,g_rp_resulting_flag,cns6_system_id,reference_object_cns5_id,multiplicity_bibcode,remarks
221,10120,--,1,1,,,,11.4273849,36.1941634,2000.0,2014yCat.2328....0C,57.0,3.7,2021ApJS..253....7K,-83.6,1.5,-165.8,1.6,2021ApJS..253....7K,,,,,,,,,,,,,,,1829,,,
222,10121,C,4,0,1021,4975284381907834752,,11.435777957393372,-47.54849900150127,2016.0,2020yCat.1350....0G,66.50490764877594,0.03820952,2020yCat.1350....0G,163.4432742433448,0.08091656863689423,92.0289726082105,0.11352116614580154,2020yCat.1350....0G,-11.0693,0.873036,2023A&A...674A...1G,12.203976,0.0009686621871164787,13.080867,0.010494863709508735,10.254701,0.012939900935813388,12.203976,0.0009686621871164787,1.223271502494566,0.016711469130804377,0,1142,,,
223,10122,B,4,0,1021,4975284381905517824,,11.436071926527749,-47.548637979609296,2016.0,2020yCat.1350....0G,66.50490764877594,0.03820952,2020yCat.1350....0G,188.48149379413172,0.0684153288602829,104.1360434877575,0.09421411156654358,2020yCat.1350....0G,-11.6356,0.565679,2023A&A...674A...1G,12.130782,0.0008021801352434263,13.061409,0.013503706527049826,10.232769,0.007286917409300693,12.130782,0.0008021801352434263,1.2237116040588336,0.015399326456006366,0,1142,,,
224,1021,A,4,1,,4975284381908412672,3583,11.441179788312354,-47.551632903583055,2016.0,2020yCat.1350....0G,66.50490764877594,0.03820952,2020yCat.1350....0G,183.63534790636857,0.026402732357382774,79.01452166151157,0.03186303377151489,2020yCat.1350....0G,-10.9187,0.120405,2023A&A...674A...1G,5.6450467,0.0004241622670949279,5.9564695,0.0008825007847074011,5.1476946,0.0015650778487176977,5.6450467,0.0004241622670949279,0.4905798613093297,0.00221771871696029,0,1142,,,
225,32,A,2,1,,4986970575602213504,3588,11.453027959683274,-41.90951981324176,2016.0,2020yCat.1350....0G,63.6049637014572,0.016438663,2020yCat.1350....0G,306.67688415240804,0.015415159054100513,-74.43654460702132,0.016101542860269547,2020yCat.1350....0G,-27.2968,0.129702,2023A&A...674A...1G,7.9172573,0.00023748164483261534,8.58954,0.000671440084732529,7.124753,0.0006184716693535239,7.9172573,0.00023748164483261534,0.7905434003324467,0.0015885021224973418,0,1320,,,
226,32,B,2,0,,4986970575602213632,,11.454623039010272,-41.91009936192158,2016.0,2020yCat.1350....0G,63.6049637014572,0.016438663,2020yCat.1350....0G,279.8768287557112,0.015058301389217377,-108.46156217214826,0.016137665137648582,2020yCat.1350....0G,-27.1339,27.0932,2023A&A...674A...1G,8.431816,0.00020595248281672144,9.220658,0.0005875696042211826,7.5592666,0.0008123537516509516,8.431816,0.00020595248281672144,0.8692456273764572,0.0016416932288421042,0,1320,,,
227,10123,--,1,1,,5001224335106301824,,11.482415000195514,-36.082804633869294,2016.0,2020yCat.1350....0G,41.21170242020625,0.07086384,2020yCat.1350....0G,-61.544526072346336,0.02737586945295334,-93.13185070995246,0.04640282317996025,2020yCat.1350....0G,9.35864,3.44473,2023A&A...674A...1G,15.335241,0.0006823264778455869,17.597021,0.007482268827679308,13.975125,0.0011448129416631425,15.335241,0.0006823264778455869,1.3709285946905936,0.007680165589429755,0,4656,,,
228,10124,--,1,1,,362091963829100672,,11.487558463936331,33.786472941242394,2016.0,2020yCat.1350....0G,49.98586458345924,0.5016624,2020yCat.1350....0G,262.8704157687994,0.1030096635222435,12.185754804429612,0.06376771628856659,2020yCat.1350....0G,-11.1,,2019MNRAS.485.2167G,13.527563,0.0010824958737365804,15.565027,0.003196377788044535,12.18246,0.0008552669520633045,13.527563,0.0010824958737365804,1.3312366938206899,0.0035550404390380886,0,2656,,,
229,10125,--,1,1,,2781242085825625088,,11.721517722694031,16.050512251696095,2016.0,2020yCat.1350....0G,49.74834045352704,0.087745056,2020yCat.1350....0G,-117.67814225410415,0.03390881419181824,-52.5790775183562,0.020799892023205757,2020yCat.1350....0G,-6.28198,0.186259,2023A&A...674A...1G,10.8976555,0.00036252990543488207,12.105013,0.0013669050819141882,9.804238,0.0005614758853533356,10.8976555,0.00036252990543488207,1.0914319455684605,0.001968167846703158,0,2683,,,
230,10126,--,1,1,,,,11.7545587,68.0645097,2000.0,2014yCat.2328....0C,82.30000305175781,1.8,2016ApJ...833...96L,380.70001220703125,1.100000023841858,-204.1999969482422,1.399999976158142,2016ApJ...833...96L,,,,,,,,,,,,,,,631,,,
231,3056,--,1,1,,2348794198298597376,,11.783978643085113,-23.508499578831902,2016.0,2020yCat.1350....0G,49.46948349216179,0.78207695,2020yCat.1350....0G,166.35979768819647,0.2475052922964096,-153.1063368986001,0.18353073298931122,2020yCat.1350....0G,20.902,0.581848,2023A&A...674A...1G,12.8847275,0.00047867006937199886,14.591828,0.0014789986571843838,11.632245,0.000624585019511506,12.8847275,0.00047867006937199886,1.2508959422768526,0.0020658033484703712,0,2724,,,
232,10127,--,1,1,,2525688198820543360,3757,12.056371339593694,-5.136005920741353,2016.0,2020yCat.1350....0G,40.25122966148508,0.08912149,2020yCat.1350....0G,181.89740146004812,0.03649061918258667,-120.13173095843229,0.03407646715641022,2020yCat.1350....0G,26.6072,0.217782,2023A&A...674A...1G,11.169264,0.00034725677009754666,12.278045,0.0010364014457486606,10.116649,0.00036880675012421503,11.169264,0.00034725677009754666,1.0489335539624651,0.0017029816134318946,0,4964,,,
233,33,--,1,1,,2552925644460225152,3765,12.099107075154986,5.27553944692346,2016.0,2020yCat.1350....0G,134.53138268931153,0.09478716,2020yCat.1350....0G,755.893500290751,0.07685195654630661,-1141.719303057953,0.060664717108011246,2020yCat.1350....0G,-10.3678,0.117882,2023A&A...674A...1G,5.467689,0.0004252887166498117,5.9383683,0.0008118725590725447,4.828774,0.0021564902447832033,5.467689,0.0004252887166498117,0.6363113750085571,0.002645673303342671,0,144,,,
234,3057,--,1,1,,2808854877248978304,,12.188937323556802,27.01790169203866,2016.0,2020yCat.1350....0G,45.151306424543414,0.11429001,2020yCat.1350....0G,-155.93390012819748,0.042321108281612396,-288.83685378987724,0.0240930188447237,2020yCat.1350....0G,-21.2434,0.193398,2023A&A...674A...1G,11.36545,0.0005260526425937042,12.61159,0.001422008118677772,10.25777,0.0007181396423826873,11.36545,0.0005260526425937042,1.1064851157188442,0.0020561691651094834,0,3555,,,
235,10128,--,1,1,,364013635276551680,,12.211624812351289,35.85394794479809,2016.0,2020yCat.1350....0G,49.661161918107005,0.04532869,2020yCat.1350....0G,69.90941014966437,0.02118743397295475,-513.0540394997577,0.013599767349660397,2020yCat.1350....0G,-8.46347,1.00974,2023A&A...674A...1G,13.608258,0.00045520570492012404,15.304748,0.001953434125580834,12.365307,0.0007242345305520628,13.608258,0.00045520570492012404,1.246798453105513,0.002455691458271524,0,2691,,,
236,9031,--,1,1,,2781872793183604096,3810,12.244603356431734,16.93975243414144,2016.0,2020yCat.1350....0G,42.790371128637354,0.11737977,2020yCat.1350....0G,-2.4679532293800026,0.13258320093154907,-200.97613101600604,0.07178006321191788,2020yCat.1350....0G,3.76,0.08,2004A&A...424..727P,4.9257455,0.0005530616593349487,5.196409,0.0006012219660610056,4.510796,0.0017846655230264563,4.9257455,0.0005530616593349487,0.42653092791926794,0.0022883397653219147,0,4187,,,
237,3059,--,1,1,,4926529081393983104,3813,12.258913546331302,-50.1458797354588,2016.0,2020yCat.1350....0G,43.29104846021407,0.029536285,2020yCat.1350....0G,256.8561198400584,0.010702069848775864,-216.08833137842615,0.012604729272425175,2020yCat.1350....0G,23.839,0.150543,2023A&A...674A...1G,9.99254,0.00023822903213303398,10.964766,0.0006160315966938523,9.016196,0.0003027330269125715,9.99254,0.00023822903213303398,0.9771831737645453,0.00147008238330674,0,4035,,,
238,34,B,2,0,,425040000962497792,3821,12.281184764215306,57.815739188554126,2016.0,2020yCat.1350....0G,168.74540808163925,0.028958753,2020yCat.1350....0G,1144.6933944408322,0.01838827133178711,-469.66761852950583,0.019459886476397514,2020yCat.1350....0G,10.3328,0.118836,2023A&A...674A...1G,6.762044,0.00021397228641443757,7.6099744,0.0009640885135392869,5.8559637,0.0008335912778273419,6.762044,0.00021397228641443757,0.9050969260264589,0.0018205331857475745,0,86,,,
239,34,A,2,1,,425040000962559616,3821,12.285227381524425,57.81272812559009,2016.0,2020yCat.1350....0G,168.74540808163925,0.028958753,2020yCat.1350....0G,1078.6091666696218,0.1266704946756363,-551.1334202185512,0.1531008929014206,2020yCat.1350....0G,8.404,0.0004,2018A&A...616A...7S,3.3200667,0.0010852320146864099,3.7355075,0.01219096833861861,2.8486214,0.003739783339268536,3.3200667,0.0010852320146864099,0.5289232137312913,0.012817787970545929,0,86,,,
240,35,--,1,1,,2552928187080872832,3829,12.296740250462333,5.376556608426358,2016.0,2020yCat.1350....0G,231.8109335322092,0.046643265,2020yCat.1350....0G,1231.3994653791733,0.022946512326598167,-2711.8825044849837,0.019384577870368958,2020yCat.1350....0G,263.0,4.9,2006AstL...32..759G,12.299163,0.0002288309137618057,12.53123,0.0005844238891817277,11.933642,0.0003938261261161932,12.299163,0.0002288309137618057,0.3786359927492189,0.0014787326667988316,0,34,,,
241,10129,--,1,1,,524551232110220800,,12.348163691604485,65.30023631965506,2016.0,2020yCat.1350....0G,69.93102774734685,0.037028566,2020yCat.1350....0G,-813.97966403592,0.014521588571369648,-178.243070002871,0.018007148057222366,2020yCat.1350....0G,-30.88,0.5,2026arXiv260200382W,13.2207575,0.0005001265086837253,15.116922,0.002428674349357681,11.927152,0.0008311113077117439,13.2207575,0.0005001265086837253,1.296675721549565,0.002877360787429043,0,998,,,
242,36,--,1,1,,2348830516542653824,3850,12.36401204858633,-23.2119122643033,2016.0,2020yCat.1350....0G,53.0829473818002,0.028182508,2020yCat.1350....0G,519.0490135214384,0.03254595771431923,124.04141605286418,0.03202109411358833,2020yCat.1350....0G,9.70764,0.118572,2023A&A...674A...1G,6.9578214,0.0002496334855700396,7.3475842,0.0009401936919144058,6.398603,0.0005216819767246546,6.9578214,0.0002496334855700396,0.5591996699725513,0.0016870436458950857,0,2257,,,
243,10130,--,1,1,,,,12.36912812522,4.68363057144,2015.5,2018A&A...616A...1G,62.599998474121094,2.9,2020AJ....159..257B,308.0,3.0,237.0,2.799999952316284,2020AJ....159..257B,,,,,,,,,,,,,,,1384,,,
244,1022,--,1,1,,4902689745157488128,,12.381389903977816,-61.04278189419078,2016.0,2020yCat.1350....0G,51.18626844315884,0.047995385,2020yCat.1350....0G,1122.7918229510326,0.022463573142886162,-78.24234070645399,0.02409537509083748,2020yCat.1350....0G,57.2391,0.299241,2023A&A...674A...1G,11.1648445,0.00040982766274539635,12.387943,0.0012240155842954544,10.065709,0.00047542330023127164,11.1648445,0.00040982766274539635,1.097474169818789,0.001847766615403833,0,2480,,,
245,10131,--,1,1,,,,12.440225,21.8554683,2000.0,2014yCat.2328....0C,140.4,2.1,2021ApJS..253....7K,-479.4,1.0,-54.0,1.0,2021ApJS..253....7K,,,,,,,,,,,,,,,136,,,
246,10132,--,1,1,,536088338900732544,3876,12.448588531225049,70.45038392507453,2016.0,2020yCat.1350....0G,46.451099934631785,0.016533675,2020yCat.1350....0G,369.6297257899116,0.016797538846731186,201.73072908577566,0.017171140760183334,2020yCat.1350....0G,-31.6187,0.123185,2023A&A...674A...1G,7.503578,0.0002775483576110661,7.9633756,0.0010526731214537978,6.8791733,0.0005867297777040557,7.503578,0.0002775483576110661,0.6237953637995745,0.0017726738370822572,0,3289,,,
247,37,--,1,1,,2473608009504466688,3909,12.530589460777726,-10.645349194018035,2016.0,2020yCat.1350....0G,62.836921348206296,0.12041854,2020yCat.1350....0G,-228.03114929883466,0.12826231122016907,-229.57749769142683,0.09952522069215775,2020yCat.1350....0G,8.21296,0.119525,2023A&A...674A...1G,5.0295434,0.000552515026697541,5.2996726,0.0008168153040472449,4.613301,0.0021015644036584996,5.0295434,0.000552515026697541,0.42695969327862715,0.0026026448439328592,0,1370,,,
248,10133,--,1,1,,,,12.5877155,-33.3746855,2000.0,2014yCat.2328....0C,94.5999984741211,2.4,2012ApJS..201...19D,1150.5,2.200000047683716,939.0999755859375,2.0999999046325684,2012ApJS..201...19D,,,,,,,,,,,,,,,407,,,
249,10134,--,1,1,,2372272516761781888,,12.600733397882925,-15.640810073727751,2016.0,2020yCat.1350....0G,40.415458252155226,0.2991127,2020yCat.1350....0G,-214.897730211684,0.239602729678154,-484.4469492747731,0.24890246987342834,2020yCat.1350....0G,,,,18.443453,0.0016911953682931806,21.202106,0.14170725076985444,16.836748,0.006203944883372347,18.443453,0.0016911953682931806,1.6067047119140625,0.006430324555546029,1,4902,,,
250,3060,--,1,1,,2805045756653326080,3937,12.6395419316077,24.81657513314053,2016.0,2020yCat.1350....0G,66.7647413106135,0.25471792,2020yCat.1350....0G,203.42839500687333,0.10896015167236328,-31.33633841725112,0.05619967728853226,2020yCat.1350....0G,7.12961,1.04811,2023A&A...674A...1G,11.240654,0.0017506591004124877,12.44219,0.0068805791953341815,9.6611805,0.004223334929368561,11.240654,0.0017506591004124877,1.2130679703506086,0.008177342354878516,0,1148,,,
251,10135,--,1,1,,4982134992183239424,,12.71998286491459,-46.072789234268804,2016.0,2020yCat.1350....0G,47.193948754961525,0.04489997,2020yCat.1350....0G,521.3606815173197,0.009579967707395554,49.07369130075398,0.013080649077892303,2020yCat.1350....0G,-38.0311,0.67785,2023A&A...674A...1G,13.452723,0.0003067440568304145,15.152465,0.001630661312697693,12.205843,0.0005060300029811971,13.452723,0.0003067440568304145,1.2483755125975295,0.0021459549577393542,0,3147,,,
252,10136,--,1,1,,,,12.795312,-15.738187,2016.55,2021ApJS..253....7K,34.0,6.6,2021ApJS..253....7K,65.2,3.4,-29.2,3.6,2021ApJS..253....7K,,,,,,,,,,,,,,,5339,,,
253,10137,--,1,1,,2525514785221197696,3979,12.796367991907957,-5.039807177766975,2016.0,2020yCat.1350....0G,44.62609155306682,0.023847127,2020yCat.1350....0G,261.88548580607426,0.027674080803990364,-119.04288232325564,0.026333948597311974,2020yCat.1350....0G,-3.82641,0.120117,2023A&A...674A...1G,6.813367,0.00015491548416754185,7.1460543,0.0004346232777463253,6.3076863,0.000315225819897189,6.813367,0.00015491548416754185,0.505082370341007,0.001406507984722737,0,3683,,,
254,39,A,2,1,,2788907296779604864,3998,12.84089246068651,18.738054338573637,2016.0,2020yCat.1350....0G,45.05997118377745,0.026609352,2020yCat.1350....0G,53.3965238466421,0.02479478158056736,-268.548538778647,0.022742420434951782,2020yCat.1350....0G,6.51205,0.148886,2023A&A...674A...1G,8.761563,0.0002866704658717271,9.445558,0.0007545824711626912,7.964538,0.0006302832293906566,8.761563,0.0002866704658717271,0.7970598741286701,0.0016299238187832917,0,3554,,,
255,10138,B,2,0,39,2788907296779605376,,12.843161806230086,18.735264585238685,2016.0,2020yCat.1350....0G,45.05997118377745,0.026609352,2020yCat.1350....0G,51.60745752210883,0.08724691718816757,-275.573421616519,0.08169539272785187,2020yCat.1350....0G,,,,15.298309,0.0009758619691889721,17.751137,0.0253539529137619,13.896903,0.0036554479874704397,15.298309,0.0009758619691889721,1.4053723341667639,0.025649078508639588,0,3554,,,
256,38,--,1,1,,424422281584852352,4012,12.887572567149853,58.303830367649944,2016.0,2020yCat.1350....0G,52.703613977938716,0.014257421,2020yCat.1350....0G,1566.9552096327047,0.01120325643569231,405.32090682305574,0.013856730423867702,2020yCat.1350....0G,-15.1828,0.179616,2023A&A...674A...1G,9.966077,0.00024517605743350045,10.880156,0.00048277877055451603,9.019614,0.00021860188090216137,9.966077,0.00024517605743350045,0.9452168500506388,0.0014038739699959155,0,2308,,,
257,40,A,2,1,,2349206308999273984,4022,12.894709137689185,-22.91129544069207,2016.0,2020yCat.1350....0G,65.11997484055645,0.03363765,2020yCat.1350....0G,613.2598551920532,0.03385866433382034,-276.4516012376809,0.03282903879880905,2020yCat.1350....0G,14.5199,0.1275,2023A&A...674A...1G,8.415547,0.0002996900441879695,9.172876,0.0007738396257203915,7.568672,0.0005711811970545504,8.415547,0.0002996900441879695,0.8469269110533154,0.0016171195769650879,0,1237,,,
258,40,B,2,0,,2349206343359507584,,12.899607379310654,-22.90983482076865,2016.0,2020yCat.1350....0G,65.11997484055645,0.03363765,2020yCat.1350....0G,619.8951493518819,0.06737226247787476,-280.89089590531876,0.06686344742774963,2020yCat.1350....0G,,,,14.365647,0.0007875106791614706,16.68771,0.00645257716597479,12.988802,0.0010844791659229526,14.365647,0.0007875106791614706,1.38412082068345,0.0066709704799361984,0,1237,,,
259,10139,--,1,1,,4902366110781708288,,13.074148771139468,-62.03118534593004,2016.0,2020yCat.1350....0G,42.530216807095385,0.042575903,2020yCat.1350....0G,1085.1535334166367,0.05761504918336868,132.13585673937405,0.05698316544294357,2020yCat.1350....0G,98.6499,5.36139,2023A&A...674A...1G,15.846724,0.0009144738482498801,18.654385,0.016136316072085547,14.411211,0.0016456341727568184,15.846724,0.0009144738482498801,1.4557214115326298,0.01627202532596331,0,4255,,,
260,10140,--,1,1,,2342686956666281728,,13.22816379570619,-27.09955258993562,2016.0,2020yCat.1350....0G,40.234442897936496,0.2190107,2020yCat.1350....0G,50.52974897150476,0.17852172255516052,73.23183138444428,0.1908208429813385,2020yCat.1350....0G,,,,18.187899,0.001896748760132769,21.17867,0.19847113375972172,16.609634,0.005718217955718096,18.187899,0.001896748760132769,1.5782642364501953,0.006024588985828165,1,4969,,,
261,42,--,1,1,,5031808453624044800,4148,13.257923204654402,-30.356773021373208,2016.0,2020yCat.1350....0G,71.74955314725842,0.04634735,2020yCat.1350....0G,620.2427389277633,0.023030299693346024,31.769563449685872,0.02391441911458969,2020yCat.1350....0G,-13.1685,0.121759,2023A&A...674A...1G,6.884861,0.00015363915719955636,7.3672347,0.000546801925257321,6.2371125,0.0005028328286933722,6.884861,0.00015363915719955636,0.6457668667263298,0.0014972752582864952,0,923,,,
262,41,--,1,1,,427322415301550208,4151,13.266856595321226,61.124725084691256,2016.0,2020yCat.1350....0G,52.931876475880145,0.16080095,2020yCat.1350....0G,-68.29788024616091,0.0848788246512413,169.4350591237973,0.09684143960475922,2020yCat.1350....0G,20.6837,0.123353,2023A&A...674A...1G,4.6359124,0.000704227217490097,4.9266615,0.0007842588350445863,4.1987586,0.0023405854342575644,4.6359124,0.000704227217490097,0.44903283780335285,0.0027898749246882313,0,2277,,,
263,10141,--,1,1,,2789002576334151808,,13.303493091240457,19.056952191031634,2016.0,2020yCat.1350....0G,44.684846570653804,0.13829404,2020yCat.1350....0G,-110.15073135097592,0.0447428859770298,-118.39429596191032,0.029847074300050735,2020yCat.1350....0G,-4.99106,0.267367,2023A&A...674A...1G,11.364104,0.0007555049970137234,12.647538,0.002037204390011307,10.241932,0.0006883690663135614,11.364104,0.0007555049970137234,1.1209322459730118,0.002512778083742921,0,3673,,,
264,10142,--,1,1,,5001668709601989248,,13.329433714315678,-36.519977705204724,2016.0,2020yCat.1350....0G,40.173489788381595,2.3249536,2020yCat.1350....0G,61.46413053930623,0.4286552965641022,-108.61902565397291,0.48400720953941345,2020yCat.1350....0G,,,,19.74322,0.006547988135411425,21.49472,0.17744425662729407,17.953503,0.015493861305072163,19.74322,0.006547988135411425,1.7897167205810547,0.016820698165126834,1,4988,,,
265,10143,--,1,1,,532920302303570176,,13.492487423424427,69.28041033286996,2016.0,2020yCat.1350....0G,45.5504438736653,0.044940177,2020yCat.1350....0G,-141.46760403534475,0.01858268491923809,73.78008961360797,0.019345786422491074,2020yCat.1350....0G,,,,13.78053,0.0005767125445977276,15.6477375,0.0024759407622432237,12.491157,0.0009298631867639029,13.78053,0.0005767125445977276,1.289965820658639,0.0029470202246059114,0,3476,,,
266,3064,--,1,1,,2472557872820632320,,13.959371851133993,-11.45680630519491,2016.0,2020yCat.1350....0G,44.60181647476506,0.060035527,2020yCat.1350....0G,-78.97566876998144,0.039387304335832596,437.4130595101332,0.041174303740262985,2020yCat.1350....0G,28.9,0.699999988079071,2020A&A...638A.131N,15.137896,0.00031585640868964603,15.330082,0.0016991259599398003,14.800025,0.0015010641292581386,15.137896,0.00031585640868964603,0.3402374954494857,0.0026134694465187154,0,3690,,,
267,10144,--,1,1,,426122397136335872,,13.996912620479067,59.80045165275366,2016.0,2020yCat.1350....0G,43.80271746976722,0.05305119,2020yCat.1350....0G,452.38187179840827,0.04411043971776962,-56.8289451174428,0.05507930740714073,2020yCat.1350....0G,,,,16.805937,0.0004836311850582925,17.361704,0.003622941487692502,16.116907,0.002130799337612382,16.805937,0.0004836311850582925,0.6965016284031529,0.004399546663056652,0,3896,,,
268,10145,--,1,1,,4932698441137787264,,14.00783321544447,-48.44672017820913,2016.0,2020yCat.1350....0G,40.07806799562124,0.06611173,2020yCat.1350....0G,233.0425106121789,0.015680281445384026,-50.92031303052272,0.021000778302550316,2020yCat.1350....0G,-6.38485,0.548675,2023A&A...674A...1G,12.820472,0.00040608845687391785,14.389601,0.001704506311424558,11.605001,0.0008037438290813723,12.820472,0.00040608845687391785,1.2139120819057636,0.0022893985909999462,0,5015,,,
269,1024,--,1,1,,2787758616366123136,,14.163071305466973,17.458412727591504,2016.0,2020yCat.1350....0G,54.8568875780177,0.15343472,2020yCat.1350....0G,683.3395394327056,0.05164619907736778,-291.7538052984116,0.03978465870022774,2020yCat.1350....0G,-26.2202,0.459007,2023A&A...674A...1G,12.333019,0.0007169269631055176,13.985826,0.0021573793762321336,11.0916395,0.0009357280469032101,12.333019,0.0007169269631055176,1.2375884305547455,0.0026869820897715427,0,2052,,,
270,10146,--,1,1,,377423450888562304,,14.265155951103674,45.08575010284643,2016.0,2020yCat.1350....0G,76.15791592405228,0.050004825,2020yCat.1350....0G,625.8373665033184,0.0273019727319479,-68.02529909206436,0.017483891919255257,2020yCat.1350....0G,6.47606,0.172182,2023A&A...674A...1G,10.803841,0.0004248359192756812,12.213761,0.001400033845126458,9.637032,0.0005999950843869859,10.803841,0.0004248359192756812,1.1653791138756624,0.0020025206288046375,0,786,,,
271,10147,--,1,1,,4708990018643008896,,14.305598383824345,-64.25584867932709,2016.0,2020yCat.1350....0G,57.06388620449294,0.024435284,2020yCat.1350....0G,350.8539948968177,0.020312275737524033,180.3744943668976,0.020723430439829826,2020yCat.1350....0G,15.2367,0.236993,2023A&A...674A...1G,11.195482,0.0004063955521151078,12.635303,0.0011569057433314291,10.015678,0.0005778968980183214,11.195482,0.0004063955521151078,1.1759701520401975,0.0018336836487498178,0,1815,,,
272,45,--,1,1,,4710180171260274816,4473,14.342079212288699,-62.24502641337996,2016.0,2020yCat.1350....0G,47.84274723188853,0.0116510065,2020yCat.1350....0G,1027.3002091496915,0.014528109692037106,128.18129206516082,0.013417909853160381,2020yCat.1350....0G,6.46527,0.144977,2023A&A...674A...1G,8.946435,0.00025407685522889974,9.709025,0.0006662945745572971,8.098489,0.0005493352609424451,8.946435,0.00025407685522889974,0.8493225688533218,0.0015606785988790883,0,3012,,,
273,10148,--,1,1,,2553195883802687104,,14.435383926013158,5.85573316957686,2016.0,2020yCat.1350....0G,56.18775579182967,0.051467687,2020yCat.1350....0G,-55.518435252300776,0.027328867465257645,1.4034280181261358,0.01738154888153076,2020yCat.1350....0G,-15.9673,0.201061,2023A&A...674A...1G,9.563919,0.00036052226439075566,10.478939,0.0009569287340549491,8.620319,0.0005432064660491699,9.563919,0.00036052226439075566,0.9445122096580586,0.001703169359405469,0,1906,,,
274,10149,--,1,1,,373838214051410816,,14.504225894844094,39.31987471822514,2016.0,2020yCat.1350....0G,68.40915230647178,0.112612255,2020yCat.1350....0G,-107.04568422778081,0.03079490177333355,24.996286898655192,0.022867294028401375,2020yCat.1350....0G,-1.24,0.5,2026arXiv260200382W,12.648504,0.0005477497581989028,14.437643,0.0018720130511127927,11.372095,0.0007211912905270631,12.648504,0.0005477497581989028,1.2720439101950676,0.002390512443194705,0,1067,,,
275,10150,--,1,1,,,,14.549325,-56.892218,2016.63,2021ApJS..253....7K,35.3,4.1,2021ApJS..253....7K,206.4,2.9,22.6,2.8,2021ApJS..253....7K,,,,,,,,,,,,,,,5310,,,
276,46,--,1,1,,5032683355641241472,4569,14.622927124027411,-27.858385088201203,2016.0,2020yCat.1350....0G,83.34082440150532,0.027079878,2023A&A...674A..34G,1298.5224618723528,0.3703078329563141,-299.5014693256626,0.533243715763092,2020yCat.1350....0G,20.3686,1.30624,2023A&A...674A...1G,10.572564,0.0004133265186320892,12.0326805,0.001315100313985345,9.384145,0.0006845810099168303,10.572564,0.0004133265186320892,1.1828494812119046,0.001971836705963022,0,612,,,parallax from Gaia DR3 NSS two-body orbit (nss_two_body_orbit)
277,10151,--,1,1,,,,14.7962512,-1.233639,2000.0,2014yCat.2328....0C,103.19999694824219,2.1,2012ApJS..201...19D,884.7000122070312,1.100000023841858,44.0,1.2999999523162842,2012ApJS..201...19D,,,,,,,,,,,,,,,308,,,
278,10152,--,1,1,,405118190290397568,,14.902777438162099,52.622457659863386,2016.0,2020yCat.1350....0G,53.83415046479159,0.03735614,2020yCat.1350....0G,-112.20838807035926,0.020057395100593567,336.06651841680286,0.01672433689236641,2020yCat.1350....0G,,,,13.853708,0.0005057801539867767,15.896235,0.004122961342342748,12.5271225,0.0010966011947570252,13.853708,0.0005057801539867767,1.3282365830694445,0.004459971346409667,0,2171,,,
279,3068,--,1,1,,526058696910777984,,15.203451656922553,66.94828338360108,2016.0,2020yCat.1350....0G,44.32567718751891,0.051309846,2020yCat.1350....0G,-236.2347127462023,0.017486505210399628,-54.668141600911554,0.021117933094501495,2020yCat.1350....0G,-14.0275,0.490162,2023A&A...674A...1G,12.15071,0.0004980049311497388,13.644338,0.0019758799562091633,10.954634,0.0009408751483982261,12.15071,0.0004980049311497388,1.1926975487681701,0.00254545627466325,0,3759,,,
280,1025,--,1,1,,2525276565243086080,,15.240444011358932,-4.447094086447559,2016.0,2020yCat.1350....0G,80.80174941194463,0.13286594,2020yCat.1350....0G,1249.137993115818,0.04788920283317566,438.7351252085695,0.04374153912067413,2020yCat.1350....0G,29.18,0.5,2026arXiv260200382W,11.9678,0.0005557227415122814,13.556019,0.0014666366180708082,10.740207,0.0006484199671801328,11.9678,0.0005557227415122814,1.2209126476090284,0.0020643331667403063,0,664,,,
281,10153,--,1,1,,311392417520107136,,15.279743329892627,29.258884028762814,2016.0,2020yCat.1350....0G,49.14496403378997,0.06906431,2020yCat.1350....0G,204.47545125320568,0.02378666214644909,-50.91496345245919,0.01739726960659027,2020yCat.1350....0G,-33.5914,0.720373,2023A&A...674A...1G,13.038446,0.0006006257717752747,14.597101,0.0016583008858773202,11.8325405,0.0010287499329544553,13.038446,0.0006006257717752747,1.2094762645317234,0.002344842905751961,0,2774,,,
282,47,--,1,1,,426641955043723520,,15.336900310600058,61.36213773499954,2016.0,2020yCat.1350....0G,95.00741878459856,0.019703588,2020yCat.1350....0G,362.4915172244558,0.013505089096724987,-811.6220044630483,0.01642456464469433,2020yCat.1350....0G,6.99855,0.15319,2023A&A...674A...1G,9.846085,0.0003377764944117466,11.080971,0.0012629484133289688,8.743409,0.0005675865188592424,9.846085,0.0003377764944117466,1.101925433329401,0.001899261211924498,0,400,,,
