source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,non_single_star,teff_gspphot,logg_gspphot,lum_flame,radius_flame,spectraltype_esphs,classprob_dsc_combmod_star,best_class_name,best_class_score
630505494719360,8.457596,9.291474,7.5637836,1.7276907,-31.353418,0.1720639,NOT_AVAILABLE,0,,,,,K,0.99944246,,
769456276704128,14.59925,16.752321,13.258915,3.4934063,-51.70547,3.6362717,NOT_AVAILABLE,0,,,,,M,0.99998784,,
3179036008830848,12.101368,14.121774,10.778052,3.3437214,28.16455,0.46345535,NOT_AVAILABLE,0,2962.7512,4.9724,0.0030004985,0.20695946,M,0.9999914,,
4267552520347776,10.885645,12.118934,9.783689,2.3352451,-5.684577,0.19122379,NOT_AVAILABLE,0,,,,,M,0.99296397,,
6452209110182016,12.089319,13.459893,10.933896,2.5259972,58.410362,0.32170182,NOT_AVAILABLE,0,3140.443,4.2402,0.016517192,0.4344701,M,0.99296397,,
8479094371605632,7.7199035,8.189356,7.0859947,1.1033611,28.618938,0.12749301,NOT_AVAILABLE,0,4953.862,4.4942,0.37429455,0.83039105,K,0.99952716,,
9178383766474496,13.900986,15.729731,12.562042,3.1676884,,,NOT_AVAILABLE,0,,,,,,0.999561,,
13000080026782464,13.587292,15.3195305,12.332362,2.9871683,12.515399,2.29248,NOT_AVAILABLE,0,3000.5178,4.7705,0.0036644328,0.22407235,M,0.99648726,,
13533892921879936,17.283665,20.648525,15.741702,4.906823,,,NOT_AVAILABLE,0,,,,,M,0.9999989,,
14163878724940672,7.5868115,8.025208,6.9779572,1.0472512,-16.725706,0.14515549,NOT_AVAILABLE,0,,,,,K,0.99885,,
14912165107085184,13.1844845,15.196664,11.867657,3.3290071,-29.26276,0.67946154,NOT_AVAILABLE,0,2998.476,5.1284,0.0021570842,0.17209633,M,0.9999737,,
16302463200535040,11.09795,12.468008,9.9474325,2.5205755,5.2983284,0.42446265,NOT_AVAILABLE,0,3136.3923,4.1734,0.020196386,0.4818122,M,0.99296397,,
16386404041502592,16.841425,20.399136,15.298224,5.100911,,,NOT_AVAILABLE,0,,,,,M,0.9999989,,
18565464288396416,10.333128,11.952149,9.096833,2.8553162,26.102678,0.28276944,NOT_AVAILABLE,0,3002.6929,4.3483,0.008771255,0.3460773,M,0.9982583,,
18986817760556416,12.859632,14.509055,11.624809,2.8842459,0.54331875,0.7027512,NOT_AVAILABLE,0,3002.5479,4.4773,0.006605648,0.30080944,M,0.99296397,,
19316224572460416,5.4983196,6.019165,4.820522,1.1986432,25.208157,0.1449657,NOT_AVAILABLE,0,,,,,,0.99932396,,
19523203341631104,14.941331,17.13537,13.416851,3.7185192,-43.680573,4.295967,NOT_AVAILABLE,0,,,,,M,0.9999991,,
25488745411919360,8.109455,8.82413,7.2926583,1.5314717,10.817001,0.12288501,NOT_AVAILABLE,0,4192.4834,4.5335,0.15984294,0.7579587,K,0.9997719,,
26283932836820096,10.983215,12.243725,9.866717,2.3770075,-50.709766,0.4842709,VARIABLE,0,,,,,M,0.99296397,SOLAR_LIKE,0.40135306
26367903742260736,12.219473,13.595299,11.067752,2.527547,52.762745,0.5600715,NOT_AVAILABLE,0,3134.3647,4.2568,0.014672945,0.4109348,M,0.99296397,,
27360698317776640,11.885279,13.288116,10.719361,2.5687551,-95.65383,0.80165803,NOT_AVAILABLE,0,3201.0215,4.4473,0.007981216,0.29045364,M,0.99296397,,
31235033696866688,17.217173,20.511425,15.669854,4.841571,,,NOT_AVAILABLE,0,,,,,M,0.9999993,,
33439176553394048,8.483034,9.11622,7.723626,1.3925943,-29.186056,0.16242287,NOT_AVAILABLE,0,4434.5117,4.5593,0.21049999,0.77723134,K,0.99990124,,
33732162042339072,14.552517,17.205729,13.133217,4.0725117,,,NOT_AVAILABLE,0,,,,,M,0.99999714,,
35227046884571776,12.263103,15.31863,10.790128,4.5285025,,,NOT_AVAILABLE,0,,,,,M,0.99999815,,
35398295820372864,11.511135,12.934242,10.324864,2.6093779,-31.675476,0.5104125,NOT_AVAILABLE,0,,,,,M,0.99296397,,
36590651757883392,8.657178,9.321329,7.873582,1.4477472,83.683304,0.14087276,NOT_AVAILABLE,0,4406.5723,4.5998,0.16512433,0.71739525,K,0.99983317,,
41840029505514496,11.280926,12.528358,10.171615,2.3567438,-32.77319,0.44957703,NOT_AVAILABLE,0,,,,,M,0.99648726,,
43335537119385216,9.925129,11.015001,8.882559,2.1324425,33.863644,0.23578987,NOT_AVAILABLE,0,3557.9429,4.4485,0.043342255,0.54569864,M,0.99296397,,
43335880716390784,9.218082,10.14662,8.267663,1.8789568,34.097134,0.18217953,NOT_AVAILABLE,0,3627.712,4.019,0.076367594,0.699566,M,0.99952716,,
43499295630701824,10.428123,11.35433,9.313018,2.0413122,17.773632,0.329484,NOT_AVAILABLE,0,,,,,,,,
43499295632961152,6.654032,7.010673,6.1251807,0.8854923,18.656647,0.121377595,NOT_AVAILABLE,0,5431.7656,4.4467,0.68889624,0.93721414,G,0.9992449,,
43574131143039104,12.176142,14.07321,10.8709,3.2023096,35.963917,1.7828425,NOT_AVAILABLE,1,,,,,M,0.9999037,,
44171372114396032,6.9210377,7.2449307,6.4139905,0.83094025,-0.7544416,3.2954886,NOT_AVAILABLE,0,,,,,G,0.9998645,,
44901791432527232,15.057756,15.246795,14.71874,0.52805424,,,NOT_AVAILABLE,0,,,,,B,6.877991E-5,,
53112944270520832,5.756682,6.0736275,5.269786,0.8038416,23.891306,0.11902571,VARIABLE,0,5750.9917,4.4057,1.0338013,1.0242021,G,1.0000273E-6,SOLAR_LIKE,0.35369846
56252256123908096,16.104847,19.216772,14.577244,4.6395283,,,NOT_AVAILABLE,0,,,,,M,0.9999985,,
57739208163471744,13.3060875,15.168982,12.018643,3.1503382,-34.305496,1.8887298,NOT_AVAILABLE,0,3058.0464,5.0447,0.0038600438,0.22142957,M,0.99961686,,
57744155965790720,17.60012,20.922672,16.060854,4.8618183,,,NOT_AVAILABLE,0,,,,,M,0.99999946,,
60186343087140096,8.245732,8.843672,7.5092006,1.3344712,44.892155,0.1507358,NOT_AVAILABLE,0,4579.2236,4.5706,0.2068479,0.72260016,K,0.99932396,,
62947354224986240,10.865924,12.108476,9.758611,2.349865,19.015635,0.23674878,NOT_AVAILABLE,0,3242.242,4.1438,0.033150118,0.5778582,M,0.99648726,,
62948174562104448,9.95505,10.978441,8.914446,2.0639954,,,VARIABLE,0,,,,,M,0.9982583,SOLAR_LIKE,0.06562494
62948174562535808,10.797814,11.7505865,9.490538,2.2600489,13.06536,5.3316197,NOT_AVAILABLE,0,,,,,,0.9999655,,
63126196662620416,15.617215,15.796421,15.295829,0.50059223,,,NOT_AVAILABLE,0,,,,,B,4.9933235E-5,,
64989250397297280,14.655504,16.6776,13.33733,3.340271,,,NOT_AVAILABLE,0,2993.0635,5.1317,0.0020405399,0.16792575,M,0.9999817,,
65829792677145344,14.368261,16.938606,12.950821,3.9877853,,,NOT_AVAILABLE,0,,,,,M,0.9999993,,
67198925172337536,11.467834,12.857243,10.2984495,2.558793,54.20781,0.5805574,NOT_AVAILABLE,0,,,,,M,0.99648726,,
68553931516671488,11.595599,13.033038,10.418342,2.6146965,12.234773,0.60092485,NOT_AVAILABLE,0,3088.1282,4.2727,0.011577013,0.37587637,M,0.99648726,,
70051608089857536,8.871369,9.824131,7.906354,1.9177771,35.735455,0.16155495,NOT_AVAILABLE,0,3655.8152,4.4335,0.0737061,0.68445045,M,1.0000273E-6,,
72117556076986368,13.927216,15.972631,12.603127,3.369505,,,NOT_AVAILABLE,0,,,,,M,0.9999914,,
72354810070468224,15.155184,17.79054,13.732895,4.057646,32.981243,3.9263427,NOT_AVAILABLE,0,,,,,M,0.9999989,,
74203982469858816,13.555757,16.08575,12.14931,3.9364405,18.89453,2.998947,NOT_AVAILABLE,0,,,,,M,0.99999833,,
75339743621732608,12.524232,14.017207,11.334806,2.6824007,18.040234,0.42857638,NOT_AVAILABLE,0,3169.5774,4.4096,0.008329043,0.303016,M,0.99296397,,
76868614540049408,10.681062,12.571853,9.383672,3.188181,-28.292406,0.25476867,NOT_AVAILABLE,0,,,,,M,0.9998262,,
80530400577483904,13.020486,14.715597,11.7756605,2.9399366,-21.545412,0.9551166,NOT_AVAILABLE,0,3142.473,4.9781,0.00683831,0.2790157,M,0.9976672,,
80910659801926528,11.382913,12.758259,10.223345,2.534914,-55.270336,0.32111374,NOT_AVAILABLE,0,3157.5627,4.2172,0.022151621,0.4973367,M,0.99296397,,
82493612948013824,17.775726,21.110306,16.228544,4.8817616,,,NOT_AVAILABLE,0,,,,,,0.99999946,,
82512476444934528,15.384781,17.876383,13.987254,3.8891287,49.555298,6.6493545,NOT_AVAILABLE,0,,,,,M,0.99999374,,
83872744127196416,16.107199,18.853775,14.657996,4.195779,,,NOT_AVAILABLE,0,,,,,M,0.9999985,,
84675937371332608,7.861272,8.444819,7.1151285,1.3296909,34.83123,12.210636,NOT_AVAILABLE,0,,,,,M,0.99977326,,
86511572033828480,14.508734,16.552736,13.184083,3.3686533,-8.361708,6.013849,NOT_AVAILABLE,0,,,,,M,0.99999076,,
87921523897823872,9.708674,10.898861,8.627383,2.2714777,0.55558777,0.18025115,VARIABLE,0,3400.08,4.395,0.03846914,0.5862544,M,1.0000273E-6,SOLAR_LIKE,0.39024445
89186168428165632,16.714958,20.100996,15.199577,4.9014187,,,NOT_AVAILABLE,0,,,,,M,0.99999714,,
89593331327905536,13.445031,15.509317,12.111787,3.3975306,-5.624561,2.1903727,NOT_AVAILABLE,0,2965.7795,5.0889,0.0025246406,0.1903211,M,0.9999925,,
91196316201965184,15.631049,18.290426,14.201983,4.088443,,,NOT_AVAILABLE,0,,,,,M,0.99999577,,
91289568531757184,12.635297,14.3422985,11.383546,2.9587526,-42.176807,0.70837444,NOT_AVAILABLE,0,,,,,M,0.99885,,
91490916598591616,14.488392,16.5938,13.152354,3.4414454,2.0766628,3.6460824,NOT_AVAILABLE,0,2957.7344,5.1546,0.0017607255,0.15975389,M,0.9999932,,
94546596851142400,15.24001,17.581736,13.858163,3.7235727,,,NOT_AVAILABLE,0,,,,,M,0.99999756,,
94712996769289856,18.68985,21.327408,17.113632,4.2137756,,,NOT_AVAILABLE,0,,,,,,0.99999774,,
96331172942614528,4.99968,5.439818,4.4173326,1.0224853,-33.697662,0.12617125,NOT_AVAILABLE,0,5092.744,4.4769,0.4628649,0.8739507,G,0.9992449,,
97334889619799168,12.493827,14.15034,11.253355,2.896985,-9.758129,1.017392,NOT_AVAILABLE,0,3159.9453,4.9958,0.006308101,0.26504746,M,0.99296397,,
97993497084921984,11.108311,12.395121,9.986194,2.408927,-20.021069,0.3559914,NOT_AVAILABLE,0,3211.953,4.1995,0.019614914,0.4360008,M,0.99296397,,
99279543440878208,11.385034,12.632427,10.278625,2.3538027,-24.31537,0.3225586,NOT_AVAILABLE,0,,,,,M,0.99648726,,
102162639019033600,11.529306,13.241863,10.273463,2.9684,-6.4835854,0.35929582,NOT_AVAILABLE,0,3089.2524,4.8588,0.0055671716,0.2605447,M,0.99648726,,
102535064223209216,12.711509,14.312132,11.485372,2.8267603,16.796991,2.5882287,NOT_AVAILABLE,0,3000.065,4.3055,0.0095828725,0.36236435,M,0.99648726,,
104453918172129792,6.736007,7.060049,6.2365603,0.8234887,-4.6484113,0.1327054,NOT_AVAILABLE,0,5650.416,4.3887,0.8441815,0.95883423,G,0.99296397,,
105449766468765952,18.789543,20.988626,17.229084,3.7595425,,,NOT_AVAILABLE,0,,,,,,0.9999973,,
111379432679196672,10.901909,12.024303,9.842851,2.1814528,23.114182,0.24384683,VARIABLE,0,3577.252,4.7973,0.03053213,0.45499608,M,0.9982583,SOLAR_LIKE,0.3860909
112157612034669440,12.915395,14.469612,11.707407,2.7622051,-24.86318,0.82569903,NOT_AVAILABLE,0,3032.3933,4.4396,0.007050216,0.30454075,M,0.9976672,,
113202246862254976,13.213236,15.105297,11.898007,3.2072897,-8.950929,3.5198503,NOT_AVAILABLE,0,,,,,M,0.9998987,,
114207651462714880,9.467294,10.816531,8.316322,2.5002089,30.25486,0.1532801,NOT_AVAILABLE,0,3179.169,4.318,0.01789197,0.44078022,M,0.99648726,,
114832620743735040,13.911915,15.72378,12.610563,3.1132164,8.35325,4.079956,NOT_AVAILABLE,0,3052.7644,5.0565,0.0035732728,0.2137011,M,0.9996609,,
114832620743735808,7.3799114,7.794708,6.791135,1.003573,10.133425,0.20193444,VARIABLE,1,5111.457,4.4809,0.46308705,0.8678165,G,0.99648726,SOLAR_LIKE,0.30796853
115311458058061440,6.4558463,6.7972026,5.9398403,0.8573623,9.843336,0.122941114,NOT_AVAILABLE,0,5435.6226,4.3607,0.895671,1.0671637,G,0.9976672,,
116037204451525376,7.3450565,7.7950444,6.7294264,1.065618,31.92089,0.12534997,NOT_AVAILABLE,0,5059.663,4.4771,0.4566761,0.8794689,K,0.9996796,,
116037371954842240,9.261382,10.095306,8.357308,1.737998,31.639198,0.21451177,NOT_AVAILABLE,0,,,,,K,0.99914616,,
116037376250217984,12.485227,14.088174,11.2590275,2.8291464,32.542038,0.5034158,NOT_AVAILABLE,0,3010.358,4.2577,0.011574326,0.3954805,M,0.99296397,,
116261779701601152,10.263844,11.31416,9.247296,2.066864,-11.175013,0.18220104,NOT_AVAILABLE,0,3432.9287,4.0896,0.06202481,0.7040499,M,0.9982583,,
116297651268418304,16.658783,19.655596,15.151168,4.504428,,,NOT_AVAILABLE,0,,,,,M,0.99999833,,
117709729140217216,12.137731,13.69319,10.9281845,2.765005,0.12222812,0.614633,NOT_AVAILABLE,0,3031.3464,4.4247,0.0070614098,0.30468798,M,0.9982583,,
120495788525627776,12.9899435,14.5359335,11.783575,2.7523584,-27.195206,0.7489198,NOT_AVAILABLE,0,3040.8635,4.4752,0.007106104,0.305257,M,0.9982583,,
121254932585133568,12.359634,14.212845,11.072343,3.140502,14.461628,1.2441938,NOT_AVAILABLE,0,,,,,M,0.9996401,,
121843656638575872,14.5823345,17.09398,13.183072,3.9109087,,,NOT_AVAILABLE,0,,,,,M,0.99999756,,
126342377182577408,15.952863,16.315334,15.423141,0.8921938,,,NOT_AVAILABLE,0,,,,,F,0.99998397,,
129200553364168064,13.075426,14.254033,11.321482,2.9325514,,,NOT_AVAILABLE,0,,,,,M,0.9982583,,
132194493461817088,15.914447,18.570591,14.486156,4.0844345,,,NOT_AVAILABLE,0,,,,,M,0.9999985,,
133359735268433024,12.650045,,,,-15.310964,0.8097615,NOT_AVAILABLE,0,,,,,,,,
133359735269472768,12.326923,13.80635,11.044959,2.7613907,-16.33488,0.5563363,NOT_AVAILABLE,0,3058.2798,4.4284,0.009568108,0.35031196,M,0.99296397,,
139860666488305664,9.027057,9.82409,8.152574,1.6715164,-49.889217,0.15456529,NOT_AVAILABLE,0,3978.9165,4.734,0.06008755,0.516299,K,0.99296397,,
141963104517995008,11.895374,13.312684,10.69324,2.619444,16.931383,0.60754126,NOT_AVAILABLE,0,,,,,M,0.9982583,,
141963104519359872,15.097089,,,,,,NOT_AVAILABLE,0,,,,,,,,
144312344255035392,12.890886,14.706901,11.610909,3.0959911,-2.7238092,1.6460981,NOT_AVAILABLE,0,3034.3267,4.885,0.0028440163,0.19303797,M,0.99861324,,
144410205086676480,11.188223,12.300004,10.141198,2.1588058,-19.661398,0.35704428,NOT_AVAILABLE,0,,,,,M,0.9982583,,
145333721838128896,11.831024,13.273821,10.64887,2.6249504,15.959567,0.24311076,NOT_AVAILABLE,0,3092.4236,4.1995,0.015793985,0.437751,M,0.99648726,,
145421309108301184,7.7041116,8.543143,6.8045,1.7386432,-35.744156,0.118937805,NOT_AVAILABLE,0,3815.0378,4.388,0.12628733,0.81379455,K,0.9990192,,
148133112801536000,12.48176,13.997927,11.278296,2.7196302,-16.442694,0.44093394,NOT_AVAILABLE,0,,,,,M,0.99296397,,
150510158159630848,12.696143,14.40268,11.438454,2.9642267,-19.362022,0.42638817,NOT_AVAILABLE,0,,,,,M,0.99861324,,
151650076838458112,7.7456923,8.360612,6.9765444,1.3840675,40.179913,2.4352,NOT_AVAILABLE,2,4289.0933,4.3453,0.23932052,0.88604665,K,0.99914616,,
151650935831913216,15.610918,15.97125,15.072892,0.8983574,,,NOT_AVAILABLE,0,,,,,G,0.99997604,,
153470765013858176,11.771088,13.066954,10.638651,2.4283028,64.602516,0.4747963,NOT_AVAILABLE,0,3181.491,4.2123,0.0186481,0.44948053,M,1.0000273E-6,,
154660191781205120,7.729927,8.201562,7.090708,1.1108541,17.637716,0.12142946,NOT_AVAILABLE,0,4859.6045,4.5179,0.32033998,0.7984496,K,0.9990192,,
154666071592704128,10.31775,11.440454,9.260929,2.1795244,-7.9316278,0.17464657,NOT_AVAILABLE,0,3349.5686,3.9913,0.029401511,0.50918096,M,0.99296397,,
154788598418435328,19.925694,21.68181,18.385645,3.2961655,,,NOT_AVAILABLE,0,,,,,,0.9999951,,
156150240492946816,11.322462,12.718195,10.157163,2.5610323,-35.867126,0.21991962,NOT_AVAILABLE,0,,,,,M,1.0000273E-6,,
157915472050611456,12.146331,13.016769,10.020536,2.996233,40.29239,2.9857416,NOT_AVAILABLE,0,,,,,,0.99976313,,
157915536473892224,11.684068,12.992335,10.120261,2.8720741,36.03524,0.97273743,NOT_AVAILABLE,0,,,,,M,0.99861324,,
158499755104781056,12.283632,13.63228,11.136258,2.4960222,7.965682,0.3937552,NOT_AVAILABLE,0,,,,,M,0.9976672,,
160221315437314560,11.802982,13.263988,10.612632,2.6513557,26.924347,0.36387703,NOT_AVAILABLE,0,3113.1826,4.312,0.016267473,0.43922663,M,0.9982583,,
160948234357949952,15.081529,17.51068,13.683536,3.8271437,,,NOT_AVAILABLE,0,,,,,M,0.9999991,,
163152549013270400,11.572173,12.981087,10.399214,2.581873,36.447407,0.5555656,NOT_AVAILABLE,0,,,,,M,1.0000273E-6,,
167202325215063168,18.532524,21.436647,16.870361,4.566286,,,NOT_AVAILABLE,0,,,,,,0.99999815,,
167455659568303488,13.162516,14.734426,11.945323,2.7891026,63.7481,0.8196778,NOT_AVAILABLE,0,3194.5964,5.0173,0.0058782795,0.25028995,M,0.9982583,,
167666112966483456,11.77954,12.978387,10.687608,2.290779,2.250835,0.24286346,VARIABLE,0,,,,,M,1.0000273E-6,SOLAR_LIKE,0.47293252
170639948323693952,9.371755,10.422763,8.35289,2.0698729,34.21244,0.14674056,NOT_AVAILABLE,0,3639.0974,4.6228,0.050263565,0.63248557,M,0.99648726,,
172382365011768448,11.399121,12.631844,10.304073,2.3277702,-35.024776,0.2424764,NOT_AVAILABLE,0,,,,,M,0.99296397,,
177391907491420032,10.652659,11.76537,9.603927,2.1614437,45.422333,0.19242232,NOT_AVAILABLE,0,,,,,M,0.9976672,,
177425034575534464,7.9866934,8.459011,7.3480105,1.1110005,29.439888,0.13159922,NOT_AVAILABLE,0,4880.0054,4.5395,0.31406513,0.7840151,K,0.9982583,,
177700805837431296,18.594452,21.084904,17.015137,4.069767,,,NOT_AVAILABLE,0,,,,,,0.99999756,,
178262415758264448,14.324744,16.485678,12.975553,3.5101252,29.07547,2.2437098,NOT_AVAILABLE,0,2954.7742,5.0235,0.0032773507,0.2182605,M,0.9999949,,
179416417636545920,13.655407,15.530645,12.364867,3.1657782,,,NOT_AVAILABLE,0,3044.5886,5.0601,0.003462098,0.21147032,M,0.99979013,,
179700710496485504,12.306654,14.181438,11.010486,3.1709528,15.733405,0.7730753,NOT_AVAILABLE,0,,,,,M,0.99983215,,
180116295441149824,18.125948,21.296837,16.557917,4.73892,,,NOT_AVAILABLE,0,,,,,,0.9999993,,
181724125038647040,19.11499,21.743113,17.598223,4.14489,,,NOT_AVAILABLE,0,,,,,,0.99999833,,
186593587162662528,14.300468,15.5699,12.262143,3.3077564,,,NOT_AVAILABLE,0,,,,,,0.9999574,,
188771135583573504,4.5258846,4.8482485,4.057458,0.79079056,66.355095,0.120034285,NOT_AVAILABLE,0,5761.5337,4.2455,1.8109827,1.3506571,F,0.99861324,,
191109281417914880,15.273339,18.656435,13.76363,4.892805,,,NOT_AVAILABLE,0,,,,,M,0.99999833,,
196371544065786240,11.430494,13.043531,10.199013,2.8445187,12.506272,0.74502975,NOT_AVAILABLE,0,,,,,M,0.99648726,,
198464052134353536,14.380431,16.64511,13.013077,3.6320324,,,NOT_AVAILABLE,1,,,,,M,0.99999815,,
199076411392583040,14.444868,16.303474,13.1609955,3.142479,9.16822,2.0111477,NOT_AVAILABLE,0,,,,,M,0.99914616,,
200296663143599104,12.043524,13.698364,10.790067,2.9082975,102.451546,0.28974518,NOT_AVAILABLE,0,,,,,M,0.99648726,,
203968344783266048,14.208688,16.009901,12.94137,3.068531,31.685278,1.967415,NOT_AVAILABLE,0,,,,,M,0.9990192,,
204584689771692288,13.949659,15.799057,12.667943,3.131114,62.25587,3.432905,NOT_AVAILABLE,0,,,,,M,0.99932396,,
205049645750273536,12.286098,13.906702,11.049762,2.8569403,13.555024,0.41478196,NOT_AVAILABLE,0,,,,,M,0.99648726,,
205533465225342208,13.026942,14.954545,11.722702,3.231843,8.398448,0.81668997,NOT_AVAILABLE,0,3018.7253,5.0846,0.0028773441,0.19611076,M,0.9999226,,
206312915890859264,13.160486,14.850754,11.915114,2.9356394,-89.21932,0.7622293,NOT_AVAILABLE,0,3000.0237,4.5778,0.0056855665,0.27912158,M,0.9982583,,
207033680124098048,15.898489,18.635443,13.979343,4.6560993,,,VARIABLE,0,,,,,M,0.9999993,LPV,0.05992733
211810233512673792,9.315714,10.405985,8.27646,2.1295252,30.97163,0.15677783,NOT_AVAILABLE,0,3630.5886,4.6629,0.048280984,0.55555,M,1.0000273E-6,,
211810233512673920,11.64075,,,,,,NOT_AVAILABLE,0,,,,,,0.9997508,,
215350076836032384,16.64887,19.77421,15.123783,4.650427,,,NOT_AVAILABLE,0,,,,,M,0.99999815,,
215395053733297024,7.4859138,7.9213905,6.8759036,1.0454869,-45.920197,0.122483246,NOT_AVAILABLE,0,,,,,K,0.9976672,,
215412263665992448,10.2764435,11.281516,9.282787,1.9987288,-72.25661,0.17380747,NOT_AVAILABLE,0,,,,,M,0.9976672,,
216569469589042176,8.7442465,9.305311,8.031534,1.273777,-21.715748,0.19499503,NOT_AVAILABLE,0,4573.383,4.6643,0.16025296,0.6376649,K,0.9992449,,
218519487823384192,15.494668,18.066494,14.082964,3.98353,,,NOT_AVAILABLE,0,,,,,M,0.9999993,,
219057458247921536,8.232109,8.697253,7.5901484,1.1071048,-25.5701,0.12743694,NOT_AVAILABLE,0,4819.093,4.7214,0.14727783,0.5505233,K,0.99976176,,
222804628232689792,15.937133,18.67321,14.498033,4.1751776,,,NOT_AVAILABLE,0,,,,,M,0.9999985,,
225527878018880896,14.169683,16.141878,12.856824,3.2850542,,,NOT_AVAILABLE,0,3009.9417,5.0661,0.0030760814,0.20385852,M,0.99996513,,
225668203191521280,5.4032845,5.6528416,4.974015,0.67882633,26.34361,0.1267563,NOT_AVAILABLE,0,6156.2456,4.2057,2.2529266,1.3194903,F,1.0001014E-6,,
225709641034907264,7.0351396,7.438931,6.4489446,0.9899864,,,VARIABLE,0,5182.301,4.4642,0.53191113,0.90475756,G,0.9976672,SOLAR_LIKE,0.2386279
229155579195699456,15.555148,18.890953,14.02791,4.863043,,,NOT_AVAILABLE,0,,,,,M,0.9999993,,
230171768457140736,14.638093,17.261324,13.211935,4.049389,,,NOT_AVAILABLE,0,,,,,M,0.99999774,,
230409022449384576,19.231627,21.102577,17.697826,3.4047508,,,NOT_AVAILABLE,0,,,,,,0.999998,,
231113736385994624,7.91092,8.30968,7.3325033,0.97717667,50.698906,0.12293809,NOT_AVAILABLE,0,5105.1196,4.5515,0.31324688,0.7154778,G,0.9982583,,
231113740685855616,8.451743,8.932311,7.799521,1.1327901,48.615498,1.48518,NOT_AVAILABLE,0,,,,,K,0.99861324,,
235263503724564608,12.796257,14.517725,11.54055,2.9771748,-79.72169,0.5779506,NOT_AVAILABLE,0,,,,,M,0.99648726,,
235263572444041856,13.117811,14.901356,11.847217,3.0541391,-78.35355,0.668215,NOT_AVAILABLE,0,,,,,M,0.99914616,,
235383247412615936,9.414893,10.500271,8.380354,2.119917,-4.7957644,0.15890801,NOT_AVAILABLE,0,,,,,M,1.0000273E-6,,
235505877319305088,15.926843,18.784016,14.475692,4.308324,,,NOT_AVAILABLE,0,,,,,M,0.99999833,,
235742233662354944,12.243532,13.545273,10.82152,2.723753,-6.390448,1.0723593,NOT_AVAILABLE,0,,,,,M,0.99296397,,
237363467857253504,11.690339,12.779187,10.64163,2.137557,-8.608824,0.32487825,VARIABLE,0,,,,,M,0.9976672,SOLAR_LIKE,0.09135468
239732949773406976,12.166594,13.685984,10.962213,2.723771,3.2417233,0.28905484,NOT_AVAILABLE,0,,,,,M,0.99296397,,
240259375324767744,7.845316,8.325102,7.201596,1.1235061,27.027987,0.13209137,NOT_AVAILABLE,0,4844.5757,4.5405,0.29753017,0.7742914,K,0.99885,,
240945608019526272,13.611773,15.627986,12.295112,3.3328743,-24.673716,2.787383,NOT_AVAILABLE,0,,,,,M,0.99997085,,
242513339807684992,11.216007,12.632947,10.039817,2.59313,-23.413984,0.41019312,NOT_AVAILABLE,0,,,,,M,1.0000273E-6,,
244808226728958848,7.480358,7.9219103,6.846672,1.0752382,26.44057,0.606766,VARIABLE,0,,,,,K,0.99944246,SOLAR_LIKE,0.46108702
244849046094626176,13.356269,14.350957,11.456491,2.8944654,-25.42594,1.8955694,NOT_AVAILABLE,0,,,,,M,0.9990192,,
244849046098305920,13.407846,14.360164,11.45717,2.9029942,-27.042192,2.081273,NOT_AVAILABLE,0,,,,,,0.9999671,,
247316350194295936,12.260036,13.700411,11.081585,2.618826,33.618656,0.47524038,NOT_AVAILABLE,0,,,,,M,0.99648726,,
250862824946594816,17.11259,17.56402,16.511269,1.0527515,,,NOT_AVAILABLE,0,,,,,K,0.99995357,,
252151693092703872,10.120527,11.163923,9.10184,2.0620832,-20.73635,0.1789722,VARIABLE,0,3451.0554,4.1319,0.065761,0.71703184,M,0.99648726,SOLAR_LIKE,0.08710854
252216873515630080,10.89973,12.118002,9.802124,2.315878,6.4769526,0.702919,NOT_AVAILABLE,0,3353.0588,4.4159,0.03649117,0.56626505,M,0.99648726,,
256020908870126208,12.445678,13.680373,10.780409,2.8999643,23.378916,1.9708802,NOT_AVAILABLE,0,,,,,M,0.9982583,,
256487136159035136,9.0858555,10.016985,8.129408,1.887577,-34.31094,0.13586387,NOT_AVAILABLE,0,,,,,M,0.99914616,,
258996015538087680,15.045763,17.528238,13.646408,3.8818302,44.128918,3.4503207,NOT_AVAILABLE,0,,,,,M,0.99999756,,
259731623173675904,10.1602545,11.19085,9.151585,2.0392656,16.610868,0.17081028,NOT_AVAILABLE,0,3680.0913,4.6281,0.050993413,0.55535185,M,0.9982583,,
260343123440688128,15.917443,18.825268,14.43369,4.3915777,38.069305,15.879727,NOT_AVAILABLE,0,,,,,M,0.9999985,,
261069144711056384,16.63703,19.861248,15.122515,4.7387333,,,NOT_AVAILABLE,0,,,,,M,0.99999815,,
261243245503357056,11.075937,12.283819,9.949953,2.3338661,11.783814,0.22530505,NOT_AVAILABLE,0,3337.1887,4.4236,0.033729073,0.49817222,M,1.0000273E-6,,
261243245503357184,11.137177,12.343456,9.998633,2.344823,12.727307,0.20316097,NOT_AVAILABLE,0,3268.0408,3.939,0.030013803,0.5404289,M,0.99296397,,
263916708025623680,5.9909477,6.41243,5.4026074,1.0098224,0.9957748,0.12609318,NOT_AVAILABLE,0,5176.9434,4.4844,0.47172615,0.8537983,G,0.9982583,,
