source_id,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,ruwe,ipd_frac_multi_peak,adoptedrv,adoptedrv_error,adoptedrv_refname,radial_velocity_is_valid,gcns_prob,wd_prob,dist_1,dist_16,dist_50,dist_84,xcoord_16,xcoord_50,xcoord_84,ycoord_16,ycoord_50,ycoord_84,zcoord_16,zcoord_50,zcoord_84
3187115498866675456,75.4868052125233,-6.948587409027854,0.01964642,0.01469277,186.04663,0.027749853,-551.74646,0.02649439,-533.6482,0.020725613,10.649305,12.41324,9.380491,1.4972247,1.1008298,3,39.417,2.554,2017AJ....153...75K,0,1.0,0.16096681,0.0053731874,0.005374266,0.0053752433,0.0054771793,-4.269706,-4.270482,-4.351467,-2.1224334,-2.1228192,-2.1630764,-2.4794405,-2.4798913,-2.5269198
3195919254111314816,63.82965602087436,-7.670903382610344,0.05040204,0.041711546,199.45161,0.069206245,-2247.1829,0.06516677,-3409.8237,0.053521328,9.775309,11.490885,8.501209,1.5103394,1.5311921,0,-45.0,5.0,1953GCRV..C......0W,0,1.0,0.2216877,0.00500936,0.005012064,0.005013806,0.005015378,-3.690309,-3.6915915,-3.6927493,-1.400335,-1.4008217,-1.401261,-3.088926,-3.0899997,-3.0909688
3195919254111315712,63.830787524383176,-7.672952135407352,0.036807783,0.030754047,199.69107,0.05120331,-2236.1687,0.047661513,-3338.9553,0.038766496,9.54224,9.481124,9.672128,1.1406847,1.1953526,0,,,,0,1.0,0.22800325,0.005004741,0.0050065075,0.0050078374,0.0050091115,-3.6861455,-3.687125,-3.6880631,-1.3989735,-1.3993452,-1.3997011,-3.0855014,-3.0863214,-3.0871065
3195919528989223040,63.80795300602079,-7.6680778150199815,0.09761786,0.06970807,199.60802,0.12083028,-2240.085,0.13507964,-3421.8086,0.09439368,4.179894,4.610995,3.5697494,1.2259238,1.9449321,0,-42.621136,0.4151377,2018A&A...616A...1G,1,1.0,0.17280483,0.0050027026,0.005006938,0.0050098407,0.005012858,-3.686048,-3.6881852,-3.6904066,-1.3975236,-1.3983339,-1.3991761,-3.0869732,-3.088763,-3.0906234
3197487123332369536,61.52874997880343,-5.579705448233032,0.022469262,0.020656662,70.869865,0.028485473,23.190186,0.028616339,-145.20715,0.024343276,11.993692,13.544682,10.780243,1.460847,1.5983998,0,-7.79,4.874,2015ApJS..220...16T,0,1.0,0.033425644,0.014097043,0.014103973,0.014109978,0.014115798,-10.481442,-10.485906,-10.490231,-3.206853,-3.2082186,-3.2095418,-8.8756695,-8.879449,-8.883111
3200303384927512960,70.09847133151465,-5.501688546295259,0.049550675,0.03023422,102.59424,0.06124402,334.52908,0.06435718,127.91373,0.055755787,14.904285,18.04914,13.408868,1.708745,1.0992194,0,29.9,0.2,2012ApJ...758...56S,0,1.0,0.04027778,0.009732682,0.009741224,0.009746985,0.009752283,-7.69262,-7.6971684,-7.701353,-3.1223729,-3.1242192,-3.1259174,-5.0956693,-5.0986824,-5.1014543
3203124697405667712,65.95088653918056,-4.233918172124934,0.7000405,0.5746399,70.15017,0.9335513,-339.95563,0.954753,71.31804,0.72352386,20.09032,21.427774,18.172626,2.6735923,1.5730628,0,,,,0,0.942,0.14936508,0.013826145,0.014079501,0.014279195,0.014473869,-11.010507,-11.166672,-11.318912,-3.6528864,-3.7046967,-3.7552042,-7.978566,-8.091729,-8.202046
3209938366665770752,82.86754111476276,-3.6865276019053095,0.013431494,0.011008606,175.31314,0.020392798,761.6309,0.01798819,-2092.2087,0.013469684,7.1082892,8.191394,6.069535,1.3631953,0.96368384,0,8.25507,0.13971664,2018A&A...616A...1G,1,1.0,0.27873158,0.00570264,0.0057034846,0.0057043233,0.005840398,-4.7942057,-4.7949104,-4.9092917,-2.436984,-2.4373424,-2.4954844,-1.8990623,-1.8993415,-1.9446496
3210731015768096000,82.10736002059835,-3.503099306330114,0.013489681,0.0118805105,77.34987,0.019757157,-307.9853,0.017753925,-797.41064,0.014122979,7.242388,7.8614364,6.4890795,1.2524947,0.97431624,0,-55.60547,0.15512791,2018A&A...616A...1G,1,1.0,0.13661732,0.012920548,0.0129252365,0.012928338,0.012931693,-10.876642,-10.8792515,-10.882076,-5.3990264,-5.400322,-5.401724,-4.4284205,-4.429483,-4.4306326
3211461469444773376,75.2066176720424,-5.758598962923454,0.014750765,0.011480764,113.07146,0.02223858,549.30865,0.020699173,-1108.245,0.01622233,5.886492,6.4363804,5.186893,1.2388057,0.9748489,0,21.382961,0.14462914,2018A&A...616A...1G,1,1.0,0.32389033,0.008840141,0.008842321,0.008844086,0.008845801,-7.1235294,-7.1249514,-7.1263337,-3.3365467,-3.3372126,-3.3378599,-4.038493,-4.039299,-4.0400825
3217523558083415040,84.96740404897075,-0.9823154098644139,0.28506786,0.28281888,78.94509,0.36030874,162.10193,0.33914417,322.22607,0.29790023,19.156998,21.652287,17.53111,1.9546047,1.1761235,0,13.91,0.15,2010ApJ...723..684B,0,1.0,0.015277778,0.012535789,0.012609518,0.012670244,0.012724909,-10.925649,-10.978265,-11.02563,-5.201649,-5.2266994,-5.2492495,-3.5458434,-3.5629194,-3.5782914
3218697767783768320,87.83167502627973,-0.17152175238197023,0.01719686,0.015723644,89.11207,0.021058416,112.63954,0.020369764,226.80278,0.017012108,14.425181,14.690135,13.992338,1.1953,1.0092648,0,,,,0,1.0,0.913547,0.0112159755,0.011219265,0.011221746,0.011224416,-9.799306,-9.801473,-9.803804,-4.802413,-4.803475,-4.804618,-2.6042948,-2.6048706,-2.6054904
3238449635184620672,75.08759875013749,3.5123475927207517,0.2322285,0.11184412,75.60815,0.29071426,11.280589,0.31969443,-351.8929,0.2551514,18.936213,21.602688,17.281218,1.9951142,1.0094143,1,15.94,0.16,2010ApJ...723..684B,0,1.0,0.05669192,0.013107721,0.013173706,0.013223988,0.013275133,-11.674162,-11.71872,-11.764044,-3.3772302,-3.3901205,-3.4032323,-5.08476,-5.104168,-5.123909
3243715604392800512,57.6825473764549,-6.100991036847448,0.032398168,0.028658241,100.72988,0.040944874,-445.61755,0.038165238,-1371.1958,0.03476752,11.477213,13.061828,10.247032,1.4755344,1.6850219,0,,,,0,1.0,0.24607018,0.009918021,0.009923534,0.009927644,0.009931504,-7.062661,-7.065587,-7.068334,-1.8906963,-1.8914795,-1.8922149,-6.7097387,-6.712518,-6.7151284
3244915072792668416,58.64775014592239,-6.823671241650217,0.019846765,0.01721915,63.813602,0.022790443,-5.5262394,0.025739677,527.3485,0.023577986,8.42398,9.245791,7.5364695,1.2934786,1.1170083,0,61.77072,0.17657618,2018A&A...616A...1G,1,1.0,0.081289686,0.015657596,0.015665252,0.015670745,0.0156764,-11.145533,-11.149442,-11.153464,-3.3002892,-3.3014467,-3.3026378,-10.50168,-10.505363,-10.509154
3256334497479041024,59.36875368575957,-1.1600991567872856,0.018707763,0.01602173,65.426186,0.023404164,-185.71231,0.023671072,-142.90483,0.019702373,7.6725683,8.283414,6.9264627,1.2500348,1.057975,0,3.4235122,0.13775294,2018A&A...616A...1G,1,1.0,0.08022759,0.015272392,0.015279502,0.015284583,0.0152902575,-11.758577,-11.762488,-11.766855,-2.2323751,-2.2331176,-2.2339468,-9.498185,-9.501344,-9.504871
3256334497479304832,59.36949755306553,-1.1571447425364605,0.037175536,0.029461473,65.491844,0.0441214,-209.4093,0.044216726,-139.72987,0.035202876,10.437843,11.731856,9.307403,1.4125295,1.2309432,1,3.2683678,1.5942266,2018A&A...616A...1G,1,1.0,0.05343615,0.015245796,0.015258654,0.0152693,0.015280012,-11.743006,-11.751199,-11.759442,-2.228873,-2.230428,-2.2319927,-9.484749,-9.491366,-9.498025
3257243312560240000,57.75016330188741,-0.88123385827372,0.056386128,0.04259556,68.12178,0.068033636,10.986404,0.06424635,-469.96387,0.054485295,15.313112,18.285807,13.841703,1.6791291,1.2556665,0,-11.0,2.0,2015ApJS..220...18B,0,1.0,0.055555556,0.014644149,0.014664542,0.014680008,0.0146947,-11.151526,-11.163287,-11.17446,-1.8186648,-1.820583,-1.8224051,-9.347979,-9.357838,-9.367204
3261591090771914240,51.297080008868015,-1.8247081785895434,0.047307435,0.043979317,59.066326,0.057836663,235.86296,0.060400065,-868.8995,0.056382086,15.907634,16.332634,15.304877,1.2236643,1.037916,0,,,,0,1.0,0.84018517,0.016892679,0.016914353,0.016930785,0.0169478,-11.842966,-11.85447,-11.8663845,-1.0478836,-1.0489016,-1.0499557,-12.030854,-12.0425415,-12.054644
3263836568394170880,54.21723179468776,0.3995245948754849,0.13064362,0.10932585,71.836975,0.15034246,-232.56337,0.16380472,-481.4723,0.14295639,4.1410933,4.4336386,3.6758435,1.2000439,3.063193,1,,,,0,1.0,0.11140151,0.013853653,0.013891284,0.013918431,0.013950125,-10.335242,-10.355439,-10.379021,-0.92711085,-0.9289226,-0.9310379,-9.235313,-9.253362,-9.274433
3266937637860051840,47.81499313101462,1.108502371089936,0.036401514,0.027029002,59.554535,0.04403985,113.88221,0.036729537,-16.438248,0.03231907,14.177194,16.502714,12.800209,1.581419,1.0643317,0,,,,0,1.0,0.044444446,0.016763264,0.016779723,0.016791906,0.016804548,-11.633084,-11.641531,-11.650295,0.2793527,0.27955556,0.279766,-12.08935,-12.098129,-12.107237
3269132022551595264,50.518598338794945,2.9396475295045255,0.021532977,0.017194567,61.359455,0.02315164,340.25214,0.03009277,-749.8976,0.023421168,13.310485,15.06327,12.048697,1.4899622,1.3806344,0,,,,0,1.0,0.106457435,0.016283628,0.016291814,0.016297814,0.016303757,-11.940551,-11.944948,-11.949305,0.1495881,0.1496432,0.14969777,-11.082602,-11.086683,-11.090727
3269362645115584640,49.841600693178854,3.3706161908023495,0.15219423,0.1008994,107.80234,0.1837598,269.29794,0.15287511,93.95652,0.11138936,4.6564903,5.0134506,4.1545105,1.1903677,1.3376036,0,19.229979,0.24172504,2018A&A...616A...1G,1,1.0,0.13405423,0.009240758,0.009261714,0.009276412,0.009291657,-6.762507,-6.773239,-6.78437,0.20968899,0.21002176,0.2103669,-6.324862,-6.3348994,-6.34531
3278325004913943808,56.83914753816445,8.693515501909106,0.03034959,0.020409036,80.05521,0.03375017,468.99747,0.041381393,-652.31134,0.027127257,12.960607,14.802247,11.6751175,1.5083188,1.3447858,3,5.0,4.0,2014AJ....147...20N,0,1.0,0.11539683,0.012479493,0.012486017,0.012491294,0.012496581,-10.308328,-10.312684,-10.317049,0.14943795,0.1495011,0.14956439,-7.0439105,-7.0468874,-7.0498705
3288082758293022848,73.02457095863625,6.47519220606572,0.0189603,0.01065674,80.56233,0.02359831,153.61546,0.025907679,-306.04617,0.019233298,10.714013,12.230651,9.507367,1.4583948,1.1652066,6,,,,0,1.0,0.13070586,0.012405218,0.01240924,0.012412742,0.012416256,-11.174958,-11.178112,-11.181276,-2.4217162,-2.4223995,-2.4230852,-4.8212895,-4.8226504,-4.8240156
3288921720025503360,72.46212402119102,6.9613310085374644,0.16772185,0.08676815,124.619804,0.22457013,463.9544,0.23709324,11.93701,0.18054439,3.0879216,3.513966,2.7081478,1.0870396,3.9249425,0,22.411,0.52,2017AJ....153...75K,0,1.0,0.047916666,0.0079905065,0.008010431,0.008024693,0.00803981,-7.2234306,-7.2362905,-7.2499228,-1.4634815,-1.466087,-1.468849,-3.1380372,-3.143624,-3.1495461
3292000966760477312,76.06120711009983,11.057493260959767,0.029582363,0.017931923,98.234634,0.033846352,-63.288326,0.03751376,194.6048,0.025274444,12.219813,13.984232,10.947862,1.5010812,1.3137978,0,-17.992,4.973,2015ApJS..220...16T,0,1.0,0.086405724,0.010171355,0.010176285,0.010179709,0.010183104,-9.542809,-9.54602,-9.549204,-1.6652,-1.6657603,-1.6663159,-3.117481,-3.1185296,-3.11957
3303349202364648320,58.84840242722281,11.559360051407344,0.46447718,0.29026884,109.13811,0.48333266,223.18184,0.5935569,-631.30347,0.36552396,19.560682,21.542862,17.967545,1.9426996,1.2104801,0,11.92,0.22,2010ApJ...723..684B,0,0.998,0.041666668,0.009073459,0.009125518,0.009163709,0.009202318,-7.821408,-7.854141,-7.887233,0.24765308,0.24868953,0.24973734,-4.694606,-4.7142534,-4.734116
3310083401849536384,69.8813981708779,16.258397456266078,0.024382252,0.010945506,83.994835,0.028533233,-77.78582,0.038436096,-795.27155,0.023503244,13.54909,15.779023,12.186499,1.5695533,1.1098962,0,-33.0,4.0,2014AJ....147...20N,0,1.0,0.10158934,0.011896391,0.011901659,0.01190544,0.011909208,-11.198549,-11.202107,-11.205652,-0.34147877,-0.34158725,-0.34169534,-4.0156417,-4.0169177,-4.018189
3316364602541746048,90.01597644159976,2.7063740799024933,0.022850085,0.01891428,192.01346,0.03095804,309.14624,0.033973638,-40.36843,0.024125101,9.901327,11.5446415,8.654313,1.4870876,1.0857981,4,30.228,0.0038,2018A&A...616A...7S,0,1.0,0.07689426,0.0052061654,0.005207321,0.0052083824,0.0052966373,-4.662079,-4.6630287,-4.7420425,-2.130838,-2.131272,-2.167386,-0.9169224,-0.91710925,-0.93264943
3320184202856435840,89.10409821980528,5.359344709329013,0.014304191,0.011868242,123.19885,0.017005328,-444.6846,0.017798543,-925.13965,0.015032777,13.967377,14.296304,13.465378,1.2040331,0.9165941,0,,,,0,1.0,0.78330946,0.00811438,0.008115859,0.008117005,0.008118082,-7.4305387,-7.4315886,-7.432574,-2.965286,-2.9657052,-2.9660983,-1.3643082,-1.364501,-1.3646818
3338097377577012480,81.99976842562212,9.640568493579861,0.024646379,0.018956188,97.88677,0.02878483,-191.34384,0.029150078,-756.83685,0.021179045,11.174757,12.686799,9.976521,1.4492874,1.0856308,0,60.611,0.0028,2018A&A...616A...7S,0,1.0,0.087558925,0.010209159,0.010213274,0.010216963,0.010557684,-9.6135235,-9.616996,-9.93771,-2.465353,-2.4662435,-2.5484893,-2.4110498,-2.4119208,-2.4923549
3339914973377653760,84.16024229906046,11.296613294698856,0.02705974,0.02121412,87.34527,0.0337545,-3.3231552,0.03561343,-60.83845,0.025285352,11.196607,12.786324,9.972426,1.4675411,1.2265389,1,20.7,0.36,2017AJ....154...69S,0,1.0,0.06094276,0.011437611,0.011443927,0.011448593,0.01145327,-10.898315,-10.90276,-10.907214,-2.7273493,-2.7284615,-2.729576,-2.179848,-2.1807368,-2.1816278
3339921875389105152,84.12911430605554,11.327618308646477,0.02003196,0.015458795,87.52974,0.02423139,-2.8178153,0.024696462,-56.349705,0.01743772,8.195061,9.082688,7.266804,1.309922,1.1343596,0,21.233337,0.24683315,2018A&A...616A...1G,1,1.0,0.10521465,0.011417021,0.011421408,0.011424618,0.01142777,-10.878532,-10.88159,-10.884593,-2.7137132,-2.7144759,-2.715225,-2.1775777,-2.1781898,-2.1787908
3340477717172813568,85.547707594821,12.482359917793618,0.021720607,0.016745532,172.67622,0.028589318,1997.3419,0.029268274,-1569.355,0.019930467,10.11378,11.743633,8.873728,1.4805942,1.114727,2,105.879,0.0018,2018A&A...616A...7S,0,1.0,0.17191078,0.005788966,0.0057904017,0.005791541,0.005897654,-5.5527215,-5.553814,-5.6555715,-1.3555436,-1.3558104,-1.3806516,-0.92657304,-0.92675537,-0.9437354
3341624061123288448,83.71660430393523,13.87787924781139,0.020152776,0.016332781,83.97056,0.022582054,-118.62048,0.027121553,-396.57123,0.018325778,10.6154585,12.076758,9.428337,1.4449806,1.0299894,1,37.7,0.5,2016A&A...596A.116S,0,1.0,0.13545778,0.011901524,0.011905533,0.011908757,0.011912181,-11.485589,-11.488698,-11.492002,-2.352349,-2.3529859,-2.3536625,-2.0710957,-2.0716565,-2.0722523
3359074685047632640,99.29143146487576,17.566316517740663,0.018374538,0.016914573,100.02319,0.020844575,-764.4141,0.0223944,337.88324,0.017818578,8.878268,9.855305,7.9017057,1.3296397,1.0874019,0,-58.321,0.0136,2018A&A...616A...7S,0,1.0,0.14723937,0.009992604,0.009995393,0.009997629,0.009999848,-9.589191,-9.591336,-9.593465,-2.69009,-2.6906917,-2.6912887,0.84776485,0.8479545,0.8481427
3365063724883180288,104.87435115776526,19.344873685053248,0.05188215,0.050008293,128.9866,0.06069526,909.12054,0.062004723,-894.5493,0.051228162,12.776403,15.127557,11.390862,1.5912696,1.610747,0,,,,0,1.0,0.16705388,0.0077442853,0.0077491296,0.0077526574,0.007756188,-7.3112235,-7.3145523,-7.3178835,-2.153387,-2.1543674,-2.1553485,1.3992647,1.3999017,1.4005393
3377365057060447616,96.17468890917205,23.430778569567785,0.024395863,0.021334816,117.72627,0.02781314,550.9179,0.030382317,-508.33292,0.024191787,11.662542,13.368617,10.408452,1.486801,1.1740257,0,-11.44,0.0032,2018A&A...616A...7S,0,1.0,0.08541366,0.008489754,0.008492607,0.00849482,0.008661717,-8.354534,-8.356711,-8.520895,-1.3377137,-1.3380624,-1.3643512,0.73256934,0.73276025,0.74715674
3399063235755057792,88.59482419468164,20.275852148021837,0.3168197,0.31237152,114.94966,0.5279793,-179.01353,0.40493333,-90.729935,0.33746862,4.241686,4.5441318,3.7479024,1.2122209,5.6246004,0,-15.480147,0.17724425,2018A&A...616A...1G,1,0.916,0.12289262,0.008602652,0.008659284,0.008698164,0.008738472,-8.555363,-8.593776,-8.6336,-1.2721775,-1.2778894,-1.2838113,-0.41295102,-0.41480514,-0.41672742
3407785622839603968,78.17726253072034,19.666725360748927,0.020081727,0.012485363,82.31043,0.020309998,279.3538,0.02771226,240.886,0.017663091,9.814525,11.001734,8.729942,1.3859837,1.1119194,0,-25.59839,0.4532298,2018A&A...616A...1G,1,1.0,0.16659483,0.0119049195,0.0119049195,0.012147674,0.0121511575,-11.6484785,-11.886004,-11.889413,-0.753216,-0.768575,-0.7687954,-2.3393834,-2.387086,-2.3877707
3409711211681795584,70.73548173808452,18.953202926391814,0.021129817,0.00833162,105.42748,0.021029381,656.647,0.027073016,-1116.5935,0.016278848,9.004439,10.210481,7.909447,1.3928164,0.88777876,1,25.681438,0.28841102,2018A&A...616A...1G,1,1.0,0.26422858,0.009480825,0.009483385,0.009485204,0.009487043,-9.048078,-9.049813,-9.051568,-0.003370446,-0.0033710923,-0.003371746,-2.8402233,-2.840768,-2.8413188
3421840993510952192,77.58263149822184,27.23104763817728,0.06431546,0.041302666,97.31851,0.070833296,-213.272,0.08425166,-630.81024,0.05591051,14.925671,17.971539,13.433141,1.708134,1.0679677,0,-31.0,4.0,2014AJ....147...20N,0,1.0,0.1526413,0.010258429,0.0102681955,0.010275747,0.010283327,-10.169112,-10.176591,-10.184097,0.5134234,0.513801,0.51418,-1.3271776,-1.3281537,-1.3291334
3426333598021539840,91.91027346627297,24.497694088057266,0.43209976,0.39146382,138.06158,0.5184914,-472.87076,0.5230933,-318.4644,0.3730578,19.54577,22.101849,17.854399,2.0676286,1.1278652,0,-11.9,1.1,2016AJ....152..123G,0,1.0,0.06435065,0.0071772006,0.0072176163,0.007242261,0.0072680544,-7.1694574,-7.193938,-7.219559,-0.792546,-0.79525214,-0.79808444,0.2544291,0.25529787,0.2562071
3507879565090229888,199.596298132351,-18.31592210064546,0.103657864,0.10994823,117.172646,0.1455929,-1070.2015,0.15287328,-1063.8486,0.12301945,4.5325284,4.904673,4.006235,1.1982535,1.1792638,0,-8.160227,0.19209681,2018A&A...616A...1G,1,1.0,0.17789142,0.0085119,0.008524227,0.008534515,0.008546368,4.0850477,4.089978,4.0956583,-4.5606155,-4.56612,-4.5724616,5.930904,5.938062,5.946309
3741297293732404352,206.4405658448607,14.885052704598573,0.021617748,0.014271579,183.9962,0.025324116,1776.0062,0.033817586,-1455.1558,0.016629888,7.6105833,8.684302,6.56938,1.3679916,1.0476037,0,15.559832,0.14797172,2018A&A...616A...1G,1,1.0,0.20385522,0.0054330616,0.0054340973,0.005434866,0.0054356256,1.6251353,1.6253653,1.6255924,-0.24056706,-0.2406011,-0.24063471,5.1798143,5.180547,5.181271
3757613049856225792,162.05518399901217,-11.342803319735205,0.0513449,0.050458375,219.33022,0.060230438,579.0187,0.06579582,-1530.0765,0.057569522,12.837447,15.940733,11.3598585,1.6831286,1.1384968,0,-0.2,3.0,2009ApJ...705.1416R,0,1.0,0.14272487,0.0045563774,0.0045580724,0.0045593497,0.004560603,-0.53559226,-0.53574234,-0.53588957,-3.3829205,-3.3838687,-3.3847988,3.0074925,3.0083354,3.0091624
3796072592206250624,176.93768799004127,0.7991199702364985,0.027359888,0.01983703,296.3053,0.030185517,607.2991,0.03432964,-1223.0283,0.022648253,9.601,11.361026,8.327767,1.5032625,1.0825819,4,,,,0,1.0,0.13958333,0.0032963841,0.0032963841,0.0033747687,0.003375181,0.0045744074,0.0046831816,0.004683754,-1.6702752,-1.7099925,-1.7102015,2.8418846,2.9094615,2.909817
3828238392559860992,153.07293731001045,-3.746747553020674,0.022290116,0.025301883,129.7544,0.025240922,-152.76022,0.027702224,-243.69296,0.027694264,8.331761,9.491674,7.257185,1.381685,1.033861,3,7.2139893,0.32741722,2018A&A...616A...1G,1,1.0,0.09358165,0.0075880894,0.0075880894,0.007706278,0.007708028,-2.3846118,-2.4217534,-2.4223032,-5.231412,-5.3128943,-5.3141003,4.9522777,5.0294123,5.0305543
3855208897392952192,157.22878342623204,0.8377468877660948,0.019749735,0.015054173,142.09514,0.021169754,-602.992,0.023941966,-731.882,0.020909585,8.675959,9.877737,7.5821676,1.392481,0.8839424,0,7.4290037,0.45534974,2018A&A...616A...1G,1,1.0,0.14215669,0.007035285,0.007036577,0.0070375777,0.0070385975,-2.0723486,-2.0726433,-2.0729437,-4.340028,-4.3406453,-4.3412743,5.136433,5.1371636,5.137908
3864615459886222464,162.7129640681676,6.804489538122279,0.022678496,0.023132615,143.53906,0.028598778,-856.2895,0.030522237,-818.58344,0.02915545,10.290781,11.919469,9.050169,1.4814485,1.0026705,0,-1.095,0.002,2018A&A...616A...7S,0,1.0,0.19174062,0.0069636595,0.0069654426,0.006966753,0.0069681103,-1.8320459,-1.8323907,-1.8327476,-3.5608497,-3.5615194,-3.5622134,5.699241,5.700313,5.7014236
3864972938605115520,164.10319030755974,7.002726940984864,0.06683743,0.051524777,415.1794,0.06837086,-3866.3384,0.08130645,-2699.215,0.06910815,11.038391,13.770287,9.58545,1.6632524,0.8353354,3,19.321,0.145,2015ApJ...802L..10T,0,1.0,0.2296639,0.0023733322,0.0023733322,0.0024083944,0.0024089245,-0.5792331,-0.5877903,-0.5879197,-1.1902997,-1.2078844,-1.2081504,1.9698684,1.9989699,1.99941
3902874650601954816,188.3146767758809,9.021829208339808,0.39643833,0.31713468,223.47748,0.46645853,-1710.4677,0.5541853,203.09781,0.45071223,11.240162,13.037464,9.539625,2.1542332,13.949631,40,,,,0,0.992,0.17081113,0.0044537256,0.0044659837,0.004474935,0.00448422,0.45776924,0.4586868,0.45963848,-1.3496269,-1.3523321,-1.3551378,4.232489,4.2409725,4.249772
3902874650602495232,188.3144928018531,9.022091624851694,0.38736263,0.3526294,231.1185,0.5118605,-1795.6609,0.5651156,217.78856,0.5500163,11.235116,12.916022,9.381813,2.4744475,6.116347,58,,,,0,0.89,0.18562596,0.004304393,0.004317289,0.0043263678,0.0043352353,0.44250613,0.44343665,0.44434553,-1.3046823,-1.3074259,-1.3101056,4.091574,4.100178,4.1085815
3988987164339438208,165.0156786023955,22.831702302659366,0.021912998,0.01972936,148.19855,0.02533127,-426.95773,0.024254516,-282.2984,0.023139184,8.977005,10.275288,7.8457494,1.4125609,1.1143636,0,3.155,0.0013,2018A&A...616A...7S,0,1.0,0.14995907,0.0067450497,0.006746473,0.006747577,0.006748778,-2.3411694,-2.3415523,-2.341969,-1.727525,-1.7278076,-1.7281151,6.086828,6.0878243,6.0889077
4075141768785646848,282.4587890175222,-23.83709744872712,0.029065154,0.026151126,336.0266,0.031666122,639.36786,0.03683873,-193.95793,0.031829588,9.126414,10.732183,7.898147,1.4699805,0.98801184,0,-10.494,0.0015,2018A&A...616A...7S,0,1.0,0.0729798,0.0029753393,0.0029757242,0.0029760636,0.0030050771,2.8710523,2.8713799,2.8993728,0.5740902,0.5741557,0.5797531,-0.5314261,-0.5314867,-0.5366681
4109030160308317312,258.83511696459266,-26.60789783205067,0.08716705,0.050559975,168.13028,0.10807573,-465.86078,0.11067274,-1141.1677,0.07299198,4.828591,5.282556,4.2228065,1.2128047,0.66811454,0,-0.1,0.5,2006AstL...32..759G,0,1.0,0.25281745,0.005939435,0.005944048,0.0059479126,0.005951447,5.898607,5.9024415,5.905949,-0.17779638,-0.17791197,-0.1780177,0.711712,0.71217465,0.7125979
4109030160308320128,258.83412017812816,-26.606806615399403,0.09748027,0.05356748,168.00308,0.13433942,-498.6002,0.12304996,-1149.1582,0.08629262,4.831335,5.2874,4.2290955,1.209485,0.6913257,0,0.44,0.1,2018A&A...619A..81H,0,1.0,0.23407607,0.005941439,0.0059480416,0.005952821,0.005957572,5.902554,5.907297,5.912011,-0.1778757,-0.17801864,-0.1781607,0.71232986,0.7129023,0.71347123
4109034455276324608,259.05329410009625,-26.551146094884785,0.026496917,0.014280516,167.96169,0.031054644,-479.57324,0.031484798,-1124.3317,0.019801429,5.889863,6.53097,5.116134,1.2602421,0.73806286,1,-0.036989745,0.2227382,2018A&A...616A...1G,1,1.0,0.21852176,0.0058527743,0.0058527743,0.0059532938,0.0059545436,5.810038,5.9098234,5.9110646,-0.1589411,-0.16167088,-0.16170482,0.6878674,0.6996813,0.6998282
4286249341336984576,282.0747587449577,7.690323894810538,0.03493147,0.03375928,131.279,0.039764576,376.0423,0.043052584,248.7192,0.037556667,12.296879,14.458399,10.945549,1.5603652,1.1973784,0,-34.0,5.0,2014AJ....147...20N,0,1.0,0.05260943,0.007611636,0.0076148813,0.0076172594,0.007619492,5.865807,5.867639,5.869358,4.823783,4.8252897,4.8267035,0.55663604,0.5568099,0.55697304
4293315765165489536,289.2373736967538,5.14437331543419,0.058634024,0.056761414,168.9537,0.0668329,-598.7613,0.071685836,-1366.0635,0.06496898,14.3032875,17.74616,12.774753,1.7508157,1.2698908,0,29.0,5.0,2014AJ....147...20N,0,1.0,0.23098125,0.005913401,0.0059163487,0.005918741,0.0059210425,4.496146,4.4979644,4.4997134,3.8303783,3.831927,3.833417,-0.34066603,-0.34080377,-0.34093627
4293318823182081408,289.2276515036191,5.162976302668586,0.01995468,0.01894904,169.06151,0.023926072,-579.0805,0.024688331,-1332.8677,0.021144519,8.099911,9.355669,6.97715,1.412024,0.91293514,0,35.554638,0.15829197,2018A&A...616A...1G,1,1.0,0.20480219,0.005913043,0.00591438,0.0059154755,0.0059879404,4.493925,4.4947577,4.5498185,3.830112,3.8308215,3.877749,-0.33877945,-0.3388422,-0.34299305
4330690742322011520,247.57481416249274,-12.66785108081103,0.024267858,0.011660659,232.13898,0.026823945,-94.209595,0.03089707,-1183.9171,0.021104315,8.801877,10.3223,7.590719,1.4630961,1.1489384,0,-21.605495,0.32632256,2018A&A...616A...1G,1,1.0,0.13621633,0.004306767,0.004307468,0.0043286374,0.0043579037,3.9381516,3.9575062,3.9842632,0.23030455,0.23143642,0.23300117,1.7297978,1.7382991,1.750052
4339417394313320192,253.89324627148858,-8.398523023114832,0.044783093,0.022300683,153.96587,0.057011306,-813.0375,0.06271196,-870.6094,0.044425607,13.813289,17.05317,12.324193,1.6957015,1.0465386,0,15.39,0.11,2010MNRAS.407.2269M,0,1.0,0.20541666,0.006489473,0.0064925086,0.0064949263,0.0064972844,5.946366,5.9485803,5.9507403,1.1561427,1.1565733,1.1569932,2.3359654,2.3368351,2.3376837
